label,woonplaats,addressId,straatnaam,huisletter,huisnummer,huisnummer_toevoeging,geo
Birkstraat 83 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000012726,Birkstraat,,83,,POINT (5.3126396604825 52.162864092145)
Stadhouderslaan 96 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000012798,Stadhouderslaan,,96,,POINT (5.2952363299031 52.191848410586)
Stadhouderslaan 68 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000013129,Stadhouderslaan,,68,,POINT (5.2959132482938 52.190401365736)
van Weedestraat 29 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000013736,van Weedestraat,,29,,POINT (5.2976095563599 52.18508852428)
Ossendamweg 6 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000015168,Ossendamweg,,6,,POINT (5.3028874390015 52.16448366916)
Burg Grothestraat 55 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000016267,Burg Grothestraat,,55,,POINT (5.2870025701764 52.187176452197)
Stadhouderslaan 42 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000016681,Stadhouderslaan,,42,,POINT (5.2965035396039 52.18913258775)
Kerkdwarsstraat 5 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000017044,Kerkdwarsstraat,,5,,POINT (5.3114708664019 52.170333752254)
Smitsweg 20 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000018967,Smitsweg,,20,,POINT (5.292362050236 52.171919930811)
Burg Grothestraat 10 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000024762,Burg Grothestraat,,10,,POINT (5.2929804382494 52.187052670265)
Vinkenweg 31 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000026126,Vinkenweg,,31,,POINT (5.2793322807854 52.181783735978)
Catharijnesingel 41 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000826,Catharijnesingel,,41,,POINT (5.1132561609238 52.090566053538)
Catharijnesingel 42 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000827,Catharijnesingel,,42,,POINT (5.1132561609238 52.090566053538)
Catharijnesingel 44 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000828,Catharijnesingel,,44,,POINT (5.1132561609238 52.090566053538)
Catharijnesingel 46 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000829,Catharijnesingel,,46,,POINT (5.1132561609238 52.090566053538)
Domstraat 31 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000868,Domstraat,,31,,POINT (5.1222149046209 52.091330451387)
Kaatstraat 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001007,Kaatstraat,,6,,POINT (5.1134787319556 52.098260891117)
Waterstraat 27 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001188,Waterstraat,,27,,POINT (5.1147566450262 52.095261083894)
Achter Clarenburg 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001541,Achter Clarenburg,,19,,POINT (5.1157022984787 52.090898131003)
Geertekerkhof 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001637,Geertekerkhof,,7,,POINT (5.1211124283362 52.085009544923)
Leidseweg 86 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001649,Leidseweg,,86,,POINT (5.0966295319708 52.087808697467)
Moreelsepark 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001831,Moreelsepark,,2,,POINT (5.1143055087087 52.088157536115)
Moreelsepark 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001832,Moreelsepark,,3,,POINT (5.1155375949418 52.087434253073)
Nieuwe Koekoekstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001843,Nieuwe Koekoekstraat,,17,,POINT (5.1188680172826 52.097993811776)
Adenauerlaan 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001893,Adenauerlaan,,2,,POINT (5.0845107472114 52.078552095866)
Pieterskerkhof 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002730,Pieterskerkhof,,1,,POINT (5.1238477226434 52.091382833789)
Plompetorenbrug 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002756,Plompetorenbrug,,3,,POINT (5.123730214827 52.097004737278)
Paramaribostraat 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003125,Paramaribostraat,,5,,POINT (5.088807832273 52.093954459628)
Lauwerecht 26 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003306,Lauwerecht,,26,,POINT (5.1122549811153 52.100731772784)
Arthur van Schendelstraat 64 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003664,Arthur van Schendelstraat,,64,,POINT (5.1199301326155 52.081727229546)
Amsterdamsestraatweg 55 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004300,Amsterdamsestraatweg,,55,,POINT (5.1078015340969 52.096510517163)
Daelwijcklaan 41 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004366,Daelwijcklaan,,41,,POINT (5.0886751074628 52.114737188394)
Lepelenburg 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004580,Lepelenburg,,3,,POINT (5.1273244918987 52.089408850348)
Cornelis Roobolstraat 58 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004716,Cornelis Roobolstraat,,58,,POINT (5.0958589224186 52.111159395841)
Cornelis Roobolstraat 62 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004717,Cornelis Roobolstraat,,62,,POINT (5.0957485020144 52.111228681502)
Cornelis Roobolstraat 67 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004720,Cornelis Roobolstraat,,67,,POINT (5.0959658113315 52.111318451596)
Cornelis Roobolstraat 69 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004721,Cornelis Roobolstraat,,69,,POINT (5.0959007041016 52.111356346188)
Nicolaas Ruychaverstraat 63 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004769,Nicolaas Ruychaverstraat,,63,,POINT (5.0951026887375 52.111300111711)
Blauwkapelseweg 85 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000005771,Blauwkapelseweg,,85,,POINT (5.1299937485058 52.101861227449)
Boisotstraat 44 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000005904,Boisotstraat,,44,,POINT (5.0979819340913 52.1115452376)
Boisotstraat 74 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000005910,Boisotstraat,,74,,POINT (5.0973876156806 52.111899318738)
Cornelis Dirkszstraat 102 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000006402,Cornelis Dirkszstraat,,102,,POINT (5.095301693566 52.112299499558)
Boliviadreef 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000006860,Boliviadreef,,22,,POINT (5.098032328925 52.118047640248)
Bergstraat 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000007107,Bergstraat,,14,,POINT (5.1127696292591 52.093785454001)
Karel Doormanlaan 224 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000007254,Karel Doormanlaan,,224,,POINT (5.1420524115635 52.098713868998)
Dommelstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000008079,Dommelstraat,,17,,POINT (5.1129506848963 52.074277046344)
Catharijnesingel 37 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000008559,Catharijnesingel,,37,,POINT (5.1128800062775 52.090877712097)
Catharijnesingel 50 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000008561,Catharijnesingel,,50,,POINT (5.1139868758057 52.089751272846)
Catharijnesingel 53 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000008562,Catharijnesingel,,53,,POINT (5.1139868758057 52.089751272846)
Eemstraat 36 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000008830,Eemstraat,,36,,POINT (5.1175382639202 52.072968151483)
Croeselaan 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000009058,Croeselaan,,8,,POINT (5.106837503264 52.087779251231)
Croeselaan 18 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000009060,Croeselaan,,18,,POINT (5.109086383575 52.086685776376)
Croeselaan 28 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000009061,Croeselaan,,28,,POINT (5.1097062443707 52.085153017312)
De Bazelstraat 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000010352,De Bazelstraat,,21,,POINT (5.0782699987139 52.116329787833)
De Bazelstraat 24 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000010355,De Bazelstraat,,24,,POINT (5.0777252130176 52.116271105847)
De Bazelstraat 29 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000010360,De Bazelstraat,,29,,POINT (5.0783562098786 52.116363835608)
De Bazelstraat 34 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000010364,De Bazelstraat,,34,,POINT (5.0778631105216 52.116363792758)
Domstraat 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000010655,Domstraat,,3,,POINT (5.122211002408 52.091676393193)
Draaiweg 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000010717,Draaiweg,,14,,POINT (5.112674571775 52.100978528617)
De Bazelstraat 56 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011206,De Bazelstraat,,56,,POINT (5.0783798046811 52.116695448289)
Daelwijcklaan 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011387,Daelwijcklaan,,11,,POINT (5.0882895644248 52.114263530852)
Daelwijcklaan 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011388,Daelwijcklaan,,15,,POINT (5.0884218742859 52.114242204906)
Leidseweg 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011722,Leidseweg,,1,,POINT (5.1032869825248 52.089778582731)
Leidseweg 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011723,Leidseweg,,2,,POINT (5.1032869825248 52.089778582731)
Leidseweg 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011727,Leidseweg,,8,,POINT (5.1032869825248 52.089778582731)
Leidseweg 13 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011731,Leidseweg,,13,,POINT (5.1032869825248 52.089778582731)
Leidseweg 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011732,Leidseweg,,14,,POINT (5.1032869825248 52.089778582731)
Leidseweg 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011736,Leidseweg,,19,,POINT (5.1032869825248 52.089778582731)
Leidseweg 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011737,Leidseweg,,20,,POINT (5.1032869825248 52.089778582731)
Leidseweg 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000011739,Leidseweg,,22,,POINT (5.1032869825248 52.089778582731)
Krommerijn 61 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000012012,Krommerijn,,61,,POINT (5.1262044380668 52.080635474349)
Krommerijn 65 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000012016,Krommerijn,,65,,POINT (5.1262044380668 52.080635474349)
Korte Nieuwstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000012535,Korte Nieuwstraat,,11,,POINT (5.1219600226296 52.089680226785)
Johannes Gerobulusstraat 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000014004,Johannes Gerobulusstraat,,7,,POINT (5.0919556211572 52.108902578753)
Haagstraat 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000014733,Haagstraat,,14,,POINT (5.1381875858035 52.092819612868)
Gansstraat 158 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000015628,Gansstraat,,158,,POINT (5.1301916414069 52.078388819302)
Gansstraat 160 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000015629,Gansstraat,,160,,POINT (5.1302640398799 52.078368412384)
Jaarbeursplein 24 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000016745,Jaarbeursplein,,24,,POINT (5.1058467531915 52.090099876531)
Lauwerecht 85 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000017555,Lauwerecht,,85,,POINT (5.1124344990569 52.101705588323)
Koolstraat 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000017785,Koolstraat,,43,,POINT (5.1025987504961 52.098793302053)
Maasplein 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000018000,Maasplein,,1,,POINT (5.11436879876 52.072355842726)
Otterstraat 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000018380,Otterstraat,,16,,POINT (5.1084368809824 52.096371510491)
Kruisstraat 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000018578,Kruisstraat,,5,,POINT (5.1296751156751 52.09379104974)
Oudenoord 122 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000019252,Oudenoord,,122,,POINT (5.111327461427 52.097840692648)
Oudenoord 143 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000019265,Oudenoord,,143,,POINT (5.1125998339227 52.097899702966)
Ornsteinsingel 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000020514,Ornsteinsingel,,6,,POINT (5.1318982894216 52.107683621601)
Oudenoord 76 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000021884,Oudenoord,,76,,POINT (5.1121444142503 52.097641277523)
Ornsteinsingel 67 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000022027,Ornsteinsingel,,67,,POINT (5.1331794911557 52.108118146193)
Oudenoord 111 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000022185,Oudenoord,,111,,POINT (5.1129290228665 52.097593706661)
Sonoystraat 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000024039,Sonoystraat,,14,,POINT (5.0976203288266 52.110858275018)
Springweg 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000024266,Springweg,,30,,POINT (5.1189938824754 52.088402972718)
Rozenstraat 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000026162,Rozenstraat,,16,,POINT (5.1151664284621 52.094606710429)
Jacob Simonsz. de Rijkstraat 66 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000026481,Jacob Simonsz. de Rijkstraat,,66,,POINT (5.0981079440947 52.110895531258)
Riouwstraat 82 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000026565,Riouwstraat,,82,,POINT (5.1013723447761 52.090730764044)
Cornelis Roobolstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000027209,Cornelis Roobolstraat,,17,,POINT (5.0976558347974 52.110364109646)
Oranjestraat 84 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000029022,Oranjestraat,,84,,POINT (5.1145096412919 52.096209292575)
Nieuwe Pijlsweerdstraat 111 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000029029,Nieuwe Pijlsweerdstraat,,111,,POINT (5.105710004639 52.101137844472)
Livingstonelaan 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000029221,Livingstonelaan,,43,,POINT (5.0974282093298 52.071898708242)
Oude Pijlsweerdstraat 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000029379,Oude Pijlsweerdstraat,,22,,POINT (5.1102473273737 52.102065827462)
Stationsstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030228,Stationsstraat,,2,,POINT (5.1124410966208 52.091287642568)
Stationsstraat 4 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030229,Stationsstraat,,4,,POINT (5.1124410966208 52.091287642568)
Stationsstraat 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030231,Stationsstraat,,10,,POINT (5.1124410966208 52.091287642568)
Stationsstraat 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030232,Stationsstraat,,14,,POINT (5.1124410966208 52.091287642568)
Stationsstraat 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030233,Stationsstraat,,16,,POINT (5.1124410966208 52.091287642568)
Stationsstraat 18 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030234,Stationsstraat,,18,,POINT (5.1124410966208 52.091287642568)
Stationsstraat 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030235,Stationsstraat,,20,,POINT (5.1124410966208 52.091287642568)
Surinamestraat 66 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030294,Surinamestraat,,66,,POINT (5.0890928372529 52.093131765297)
Werfsteeg 4 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030536,Werfsteeg,,4,,POINT (5.1111480315741 52.102673563188)
Westerstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030541,Westerstraat,,1,,POINT (5.1129236981556 52.090715129712)
Jan van Scorelstraat 75 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030564,Jan van Scorelstraat,,75,,POINT (5.1429420949211 52.085116209676)
Spijkerstraat 31 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000030976,Spijkerstraat,,31,,POINT (5.1056605386227 52.096213906002)
Cremerplein 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000031729,Cremerplein,,10,,POINT (5.0960567257814 52.096056141195)
Catharijnesingel 130 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000032023,Catharijnesingel,,130,,POINT (5.1226836376266 52.080722658316)
Rembrandtkade 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000032572,Rembrandtkade,,10,,POINT (5.1457079440905 52.087195327588)
Zwartewater 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000032650,Zwartewater,,5,,POINT (5.1135824671393 52.100128750906)
Van Loonlaan 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000032865,Van Loonlaan,,15,,POINT (5.1401901963358 52.103021242757)
Rooseveltlaan 442 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000033656,Rooseveltlaan,,442,,POINT (5.0882598438687 52.073120457509)
Zwartewater 44 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000033794,Zwartewater,,44,,POINT (5.1173593719847 52.100339514082)
Antonius Matthaeuslaan 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034135,Antonius Matthaeuslaan,,19,,POINT (5.1221226002163 52.103605985875)
Cremerstraat 124 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034145,Cremerstraat,,124,,POINT (5.1005715086828 52.095623515305)
Cremerstraat 178 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034171,Cremerstraat,,178,,POINT (5.0986691073395 52.095893308196)
Vleutenseweg 470 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034179,Vleutenseweg,,470,,POINT (5.0859725125053 52.094712350847)
Domstraat 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034207,Domstraat,,5,,POINT (5.1222135830815 52.091659501433)
Duifstraat 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034292,Duifstraat,,7,,POINT (5.1202518531301 52.097735732663)
Duifstraat 13 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034294,Duifstraat,,13,,POINT (5.1201271943524 52.097774494517)
Duifstraat 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034298,Duifstraat,,21,,POINT (5.11989176072 52.097836401097)
Rijnkade 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034370,Rijnkade,,1,,POINT (5.1153053553737 52.089739580186)
Louis Saalbornlaan 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034379,Louis Saalbornlaan,,19,,POINT (5.1513163647208 52.085355499135)
Roerplein 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034460,Roerplein,,2,,POINT (5.1169037100125 52.070373794857)
Jan van Scorelstraat 33 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034576,Jan van Scorelstraat,,33,,POINT (5.1442724842042 52.086116948071)
Bandoengstraat 23 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034619,Bandoengstraat,,23,,POINT (5.0988836444764 52.091623089437)
Struyckenlaan 63 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000034773,Struyckenlaan,,63,,POINT (5.097192424915 52.076699794295)
Visschersplein 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035297,Visschersplein,,8,,POINT (5.1193162722443 52.089752113596)
Draaiweg 41 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035364,Draaiweg,,41,,POINT (5.1134890313214 52.100791870409)
Schoolplein 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035550,Schoolplein,,6,,POINT (5.1299720220613 52.091427271808)
Vleutenseweg 330 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036053,Vleutenseweg,,330,,POINT (5.0942613414507 52.093492908342)
Vleutenseweg 385 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036054,Vleutenseweg,,385,,POINT (5.0951286623657 52.093830207086)
Vleutenseweg 342 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036061,Vleutenseweg,,342,,POINT (5.0940417608423 52.093520737943)
Vleutenseweg 346 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036065,Vleutenseweg,,346,,POINT (5.0937547322625 52.093557630044)
Vleutenseweg 395 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036067,Vleutenseweg,,395,,POINT (5.0947357970018 52.093879791173)
Kanaalstraat 135 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036083,Kanaalstraat,,135,,POINT (5.0999652266136 52.091386367918)
Krommerijn 33 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036121,Krommerijn,,33,,POINT (5.1259222912967 52.080749510304)
Hobbemastraat 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036423,Hobbemastraat,,30,,POINT (5.142941403173 52.08435020021)
Willem van Noortstraat 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036509,Willem van Noortstraat,,6,,POINT (5.1194447751863 52.100513826994)
Willem van Noortstraat 13 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036512,Willem van Noortstraat,,13,,POINT (5.1200814433877 52.100579769069)
Willem van Noortstraat 86 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036517,Willem van Noortstraat,,86,,POINT (5.1206706872867 52.10120538531)
Oudenoord 349 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036588,Oudenoord,,349,,POINT (5.1095367324113 52.099464829147)
Oudenoord 347 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036589,Oudenoord,,347,,POINT (5.1095367324113 52.099464829147)
Marnixlaan 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036604,Marnixlaan,,12,,POINT (5.0923962418548 52.105584672433)
Laan van Chartroise 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036839,Laan van Chartroise,,16,,POINT (5.1050179053311 52.105579874416)
Lijsterstraat 41 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036894,Lijsterstraat,,41,,POINT (5.118077739859 52.097710046582)
Lijsterstraat 45 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036895,Lijsterstraat,,45,,POINT (5.1180613707011 52.097738294636)
Marnixlaan 41 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036907,Marnixlaan,,41,,POINT (5.0933443251668 52.105731233948)
Jan van Scorelstraat 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036961,Jan van Scorelstraat,,9,,POINT (5.1446077526617 52.086724548399)
Jan van Scorelstraat 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036963,Jan van Scorelstraat,,12,,POINT (5.1444958300571 52.085966102929)
