label,woonplaats,addressId,straatnaam,huisletter,huisnummer,huisnummer_toevoeging,geo
Jan van Scorelstraat 23 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036970,Jan van Scorelstraat,,23,,POINT (5.1445276511331 52.086512193352)
Jan van Scorelstraat 27 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000036971,Jan van Scorelstraat,,27,,POINT (5.1444998065525 52.086443449255)
Pasteurstraat 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037212,Pasteurstraat,,5,,POINT (5.1195208919516 52.083302755952)
Pasteurstraat 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037213,Pasteurstraat,,7,,POINT (5.1195000395579 52.083298628019)
Pasteurstraat 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037214,Pasteurstraat,,9,,POINT (5.1194443796959 52.083286808136)
Antonius Matthaeuslaan 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037237,Antonius Matthaeuslaan,,9,,POINT (5.1225131877441 52.103309322843)
Vleutenseweg 392 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037284,Vleutenseweg,,392,,POINT (5.0899535737847 52.094130230126)
Oudenoord 411 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037310,Oudenoord,,411,,POINT (5.1089832129065 52.100517652709)
Oudenoord 413 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037313,Oudenoord,,413,,POINT (5.1089019221116 52.100672109369)
Oudenoord 415 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037314,Oudenoord,,415,,POINT (5.1089019221116 52.100672109369)
Oudenoord 423 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037316,Oudenoord,,423,,POINT (5.1089019221116 52.100672109369)
Oudenoord 421 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037317,Oudenoord,,421,,POINT (5.1089019221116 52.100672109369)
Oudenoord 419 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037318,Oudenoord,,419,,POINT (5.1089019221116 52.100672109369)
Oudenoord 425 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037319,Oudenoord,,425,,POINT (5.1088215761694 52.100824743626)
Vleutenseweg 175 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037363,Vleutenseweg,,175,,POINT (5.1009712240592 52.093204880766)
Vleutenseweg 150 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037371,Vleutenseweg,,150,,POINT (5.099776005213 52.092879957767)
Vleutenseweg 199 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037377,Vleutenseweg,,199,,POINT (5.1005028785927 52.093246229527)
Vleutenseweg 425 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037579,Vleutenseweg,,425,,POINT (5.0935559282789 52.094028208844)
Staalstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037632,Staalstraat,,15,,POINT (5.1283460732999 52.096122787527)
Paulus Potterstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037640,Paulus Potterstraat,,11,,POINT (5.1428361987706 52.083866540994)
Paulus Potterstraat 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037642,Paulus Potterstraat,,19,,POINT (5.1427519694633 52.083795360653)
Paulus Potterstraat 57 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037654,Paulus Potterstraat,,57,,POINT (5.1421460429736 52.083287094856)
Hendrik Tollensstraat 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037663,Hendrik Tollensstraat,,6,,POINT (5.1179485427964 52.079864965216)
Hendrik Tollensstraat 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037664,Hendrik Tollensstraat,,10,,POINT (5.1178766829942 52.079840578192)
Vleutenseweg 203 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037667,Vleutenseweg,,203,,POINT (5.1004219128381 52.093256431828)
Van Koetsveldstraat 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037673,Van Koetsveldstraat,,30,,POINT (5.093693850908 52.094841082672)
Van Koetsveldstraat 38 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037676,Van Koetsveldstraat,,38,,POINT (5.0937509313132 52.094897786656)
Van Koetsveldstraat 42 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037682,Van Koetsveldstraat,,42,,POINT (5.0938204381074 52.094964453346)
Groeneweg 88 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037749,Groeneweg,,88,,POINT (5.0905219813824 52.090522995247)
Valparaisodreef 31 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037949,Valparaisodreef,,31,,POINT (5.0989743960095 52.116105097149)
Jacob van Ruisdaelstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037984,Jacob van Ruisdaelstraat,,11,,POINT (5.1454769407457 52.085054966859)
Van Koetsveldstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038029,Van Koetsveldstraat,,1,,POINT (5.0933758992615 52.094154716847)
Van Koetsveldstraat 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038032,Van Koetsveldstraat,,7,,POINT (5.0935277854211 52.094293960909)
Willem van Noortstraat 46 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038037,Willem van Noortstraat,,46,,POINT (5.1200725410168 52.100870485393)
Vleutenseweg 211 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038098,Vleutenseweg,,211,,POINT (5.1002612262166 52.093294312099)
Vleutenseweg 225 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038105,Vleutenseweg,,225,,POINT (5.0999215377739 52.093331576405)
Van Hoornekade 26 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038423,Van Hoornekade,,26,,POINT (5.095852019227 52.109194439284)
Van Hoornekade 28 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038425,Van Hoornekade,,28,,POINT (5.095754733801 52.109213406374)
Van Hoornekade 40 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038429,Van Hoornekade,,40,,POINT (5.0956035999506 52.109243205677)
Waalstraat 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038456,Waalstraat,,43,,POINT (5.1176891549122 52.073692307558)
Van Koetsveldstraat 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038468,Van Koetsveldstraat,,19,,POINT (5.0938506341838 52.094587910429)
Van Koetsveldstraat 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038469,Van Koetsveldstraat,,21,,POINT (5.0938506341838 52.094587910429)
Van Koetsveldstraat 29 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038473,Van Koetsveldstraat,,29,,POINT (5.0939786093097 52.094715445868)
Van Koetsveldstraat 31 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038474,Van Koetsveldstraat,,31,,POINT (5.0939786093097 52.094715445868)
Werner Helmichstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038509,Werner Helmichstraat,,11,,POINT (5.0928532687317 52.107177184558)
Werner Helmichstraat 25 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038513,Werner Helmichstraat,,25,,POINT (5.0927271711475 52.107378031334)
Cornelis Roobolstraat 61 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038603,Cornelis Roobolstraat,,61,,POINT (5.0961050961849 52.111237381747)
Thomas à Kempisweg 34 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038671,Thomas à Kempisweg,,34,,POINT (5.0853383680833 52.09580581765)
Werner Helmichstraat 77 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038686,Werner Helmichstraat,,77,,POINT (5.0921594386721 52.108290984703)
Van Humboldtstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038719,Van Humboldtstraat,,17,,POINT (5.1221293576339 52.099165994494)
Van Humboldtstraat 24 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038727,Van Humboldtstraat,,24,,POINT (5.1220017687625 52.099447474098)
Vleutenseweg 236 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038738,Vleutenseweg,,236,,POINT (5.0961396661884 52.093258513231)
Vleutenseweg 410 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038780,Vleutenseweg,,410,,POINT (5.0893810901726 52.094217452848)
Van Humboldtstraat 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038859,Van Humboldtstraat,,3,,POINT (5.1219586445786 52.098954867774)
Vleutenseweg 250 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039036,Vleutenseweg,,250,,POINT (5.0958509234076 52.093294750072)
Vleutenseweg 260 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039041,Vleutenseweg,,260,,POINT (5.0956185698959 52.093323575687)
Vleutenseweg 266 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039044,Vleutenseweg,,266,,POINT (5.0955130538705 52.093336706932)
Van Heutszstraat 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039109,Van Heutszstraat,,12,,POINT (5.0978508527798 52.092743169499)
Van Heutszstraat 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039112,Van Heutszstraat,,16,,POINT (5.0979090139469 52.092594793341)
Van Hoornekade 42 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039143,Van Hoornekade,,42,,POINT (5.0955334568856 52.109256846861)
Van Hoornekade 52 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039146,Van Hoornekade,,52,,POINT (5.0949697148007 52.109367846895)
Mariaplaats 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039188,Mariaplaats,,22,,POINT (5.1156642032661 52.090351811475)
Antonius Matthaeuslaan 54 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039219,Antonius Matthaeuslaan,,54,,POINT (5.1213015601864 52.103973860893)
Antonius Matthaeuslaan 58 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039220,Antonius Matthaeuslaan,,58,,POINT (5.1212640219259 52.104020091654)
Jan van Scorelstraat 64 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039251,Jan van Scorelstraat,,64,,POINT (5.1428613956027 52.084585117347)
Willem de Zwijgerstraat 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039410,Willem de Zwijgerstraat,,19,,POINT (5.1439930337364 52.087224195844)
Van Humboldtstraat 73 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039458,Van Humboldtstraat,,73,,POINT (5.122635144061 52.100448143358)
Prinses Beatrixlaan 39 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039659,Prinses Beatrixlaan,,39,,POINT (5.0849350910165 52.115776441779)
Korte Jansstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039825,Korte Jansstraat,,1,,POINT (5.1223620909929 52.092055291886)
Paramaribostraat 33 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039879,Paramaribostraat,,33,,POINT (5.0884914131308 52.093699781372)
Prins Hendriklaan 33 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039896,Prins Hendriklaan,,33,,POINT (5.1438276094716 52.086225909758)
Ternatestraat 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040086,Ternatestraat,,10,,POINT (5.0995067359625 52.091976530344)
Prins Hendriklaan 40 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040196,Prins Hendriklaan,,40,,POINT (5.1442609781539 52.086390044687)
Prins Hendriklaan 59 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040202,Prins Hendriklaan,,59,,POINT (5.1451156845063 52.085812827424)
Douwes Dekkerstraat 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040218,Douwes Dekkerstraat,,22,,POINT (5.1014016389958 52.093714613495)
Douwes Dekkerstraat 28 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040220,Douwes Dekkerstraat,,28,,POINT (5.1014769966325 52.093782898711)
Draaiweg 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040240,Draaiweg,,21,,POINT (5.1131420329474 52.100771299786)
Draaiweg 23 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040241,Draaiweg,,23,,POINT (5.1131647061056 52.10077248497)
Vleutenseweg 347 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040247,Vleutenseweg,,347,,POINT (5.0966350926455 52.093818029072)
Vleutenseweg 276 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040248,Vleutenseweg,,276,,POINT (5.0952786877813 52.09336528422)
Westerstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040346,Westerstraat,,15,,POINT (5.1122220860893 52.090466674215)
Prins Hendriklaan 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040396,Prins Hendriklaan,,5,,POINT (5.1424541868524 52.086646998009)
Jacob Jonkerlaan 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040464,Jacob Jonkerlaan,,3,,POINT (5.0838339474453 52.116998226291)
Waldeck Pyrmontkade 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040488,Waldeck Pyrmontkade,,6,,POINT (5.1405697323573 52.085070797929)
Prins Hendriklaan 75 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040657,Prins Hendriklaan,,75,,POINT (5.1457844024634 52.085579987495)
Prins Hendriklaan 77 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040658,Prins Hendriklaan,,77,,POINT (5.1458704338366 52.085551195076)
Prins Hendriklaan 81 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040659,Prins Hendriklaan,,81,,POINT (5.1462596521564 52.085417664426)
Prins Hendriklaan 83 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040660,Prins Hendriklaan,,83,,POINT (5.1462830995805 52.085409245579)
Cremerstraat 44 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040881,Cremerstraat,,44,,POINT (5.1031068550525 52.094867813603)
Jan van Scorelstraat 35 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040906,Jan van Scorelstraat,,35,,POINT (5.1442628850251 52.086100623944)
Veemarktstraat 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040978,Veemarktstraat,,3,,POINT (5.1076629225333 52.085603004972)
Mr. Sickeszlaan 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041038,Mr. Sickeszlaan,,17,,POINT (5.1239334232121 52.105614852276)
Bantamstraat 4 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041317,Bantamstraat,,4,,POINT (5.0979510295851 52.091418286014)
Frederik Hendrikstraat 81 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041372,Frederik Hendrikstraat,,81,,POINT (5.1449388097903 52.089068335965)
Frederik Hendrikstraat 89 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041375,Frederik Hendrikstraat,,89,,POINT (5.1449885774581 52.088939387631)
Thomas à Kempisweg 128 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041383,Thomas à Kempisweg,,128,,POINT (5.0854666158164 52.096435014159)
Hobbemastraat 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041426,Hobbemastraat,,10,,POINT (5.1420297502604 52.085172936299)
Leidseweg 85 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041592,Leidseweg,,85,,POINT (5.0967429319448 52.08784442587)
Cremerstraat 94 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041647,Cremerstraat,,94,,POINT (5.1014883060499 52.09540957733)
Cremerstraat 100 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041649,Cremerstraat,,100,,POINT (5.1013074019899 52.095454169062)
Busken Huetstraat 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041915,Busken Huetstraat,,30,,POINT (5.0971406942964 52.094007511047)
Otterstraat 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041999,Otterstraat,,6,,POINT (5.1086089456926 52.096506099895)
Vleutenseweg 280 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042210,Vleutenseweg,,280,,POINT (5.0951944408373 52.093374944513)
Van Humboldtstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042228,Van Humboldtstraat,,11,,POINT (5.1220469168148 52.099064621661)
Lijsterstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042594,Lijsterstraat,,15,,POINT (5.1182858728271 52.097281170929)
Lijsterstraat 71 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042596,Lijsterstraat,,71,,POINT (5.1176953174158 52.098158944513)
Marnixlaan 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042606,Marnixlaan,,43,,POINT (5.0933636703358 52.105743829471)
Jacob van Ruisdaelstraat 32 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042608,Jacob van Ruisdaelstraat,,32,,POINT (5.1454303728919 52.08472234888)
Vleutenseweg 408 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042647,Vleutenseweg,,408,,POINT (5.0894448293074 52.094208976288)
Oudenoord 142 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042689,Oudenoord,,142,,POINT (5.1111854093034 52.097993606629)
Visschersplein 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042720,Visschersplein,,5,,POINT (5.1190978534603 52.089620984586)
Prinses Irenelaan 25 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042742,Prinses Irenelaan,,25,,POINT (5.0908430361202 52.114986123483)
Antonius Matthaeuslaan 46 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043057,Antonius Matthaeuslaan,,46,,POINT (5.1213759942109 52.103881406874)
Aakplein 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043363,Aakplein,,2,,POINT (5.0823064575625 52.098845843991)
Achter Clarenburg 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043526,Achter Clarenburg,,12,,POINT (5.1156641499248 52.090723620731)
Lijsterstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043651,Lijsterstraat,,1,,POINT (5.1178139834358 52.097232933542)
Van Alphenstraat 23 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044193,Van Alphenstraat,,23,,POINT (5.13840015513 52.091247178357)
Achter Clarenburg 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044928,Achter Clarenburg,,1,,POINT (5.1161536693455 52.090583769202)
Achter de Dom 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044948,Achter de Dom,,22,,POINT (5.1231940252003 52.090608811912)
Achter de Dom 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044951,Achter de Dom,,30,,POINT (5.1236852565674 52.090288030182)
Achter St.-Pieter 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044956,Achter St.-Pieter,,6,,POINT (5.122770684437 52.092010441671)
Achter St.-Pieter 27 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044965,Achter St.-Pieter,,27,,POINT (5.123640955403 52.090714324961)
Cornelis Dirkszstraat 132 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000045707,Cornelis Dirkszstraat,,132,,POINT (5.0958907713898 52.112685859881)
St.-Ludgerusstraat 29 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000046172,St.-Ludgerusstraat,,29,,POINT (5.085381849058 52.109418175157)
